id,course_title,url,level,main_subject,specific_subject
198,Financial Reporting - Fundamentals/Basics,https://www.udemy.com/financial-reporting-fundamentals/,Beginner Level,Business Finance,Modeling
199,Decide whether to Invest in a Business ,https://www.udemy.com/decide-whether-to-invest-in-a-business/,Beginner Level,Business Finance,Investment
200,UK Tax Returns with HMRC,https://www.udemy.com/corporation-tax-returns-hmrc/,Beginner Level,Business Finance,Modeling
201,Financial Market Environment & Investment Strategies,https://www.udemy.com/financial-market-environment-investment-strategies/,Intermediate Level,Business Finance,Stock Market
202,Introduction to Accounting - Analyzing Financial Statements,https://www.udemy.com/introduction-to-accounting-analyzing-financial-statements/,Intermediate Level,Business Finance,Accounting
203,Python for Trading & Investing,https://www.udemy.com/python-for-trading-investing/,Expert Level,Business Finance,Technical
204,Stock Market - Swing Trading Strategies for Wall Street,https://www.udemy.com/get-rich-to-a-millions-using-swing-trading-strategies/,Expert Level,Business Finance,Stock Market
205,Financial Modeling 101,https://www.udemy.com/financial-modeling-101/,Beginner Level,Business Finance,Modeling
206,Yield Curve Dynamics,https://www.udemy.com/yield-curve-dynamics/,Expert Level,Business Finance,Analysis
207,Value Investing and Stock Market Fundamentals,https://www.udemy.com/value-investing-and-stock-market-fundamentals/,Beginner Level,Business Finance,Investment
208,Media Training for Financial Service Professionals,https://www.udemy.com/media-training-for-financial-service-professionals/,Intermediate Level,Business Finance,Management
209,Learn the Forex Naked Price Action Pogo Trade,https://www.udemy.com/learn-the-forex-naked-price-action-pogo-trade/,Intermediate Level,Business Finance,Trading
210,Forex - Price action Reversal Strategy,https://www.udemy.com/forex-price-action-reversal-strategy/,Intermediate Level,Business Finance,Analysis
211,Budget preparation for an EU project proposal,https://www.udemy.com/budget-preparation-for-an-eu-project-proposal/,Intermediate Level,Business Finance,Management
212,Corporate Finance and Alternative Investment for CFA L1,https://www.udemy.com/corporate-finance-and-alternative-investment-for-cfa-l1/,Intermediate Level,Business Finance,Investment
213,Don't Let Your Customers Run Your Business,https://www.udemy.com/dont-let-your-customers-run-your-business/,Intermediate Level,Business Finance,Management
214,Stock Trading: Insider Tips For Determining Market Direction,https://www.udemy.com/stock-trading-stock-market-direction/,Expert Level,Business Finance,Trading
215,TopTrader Academy - Complete Options Course,https://www.udemy.com/toptraderacademy-complete-options-course/,Expert Level,Business Finance,Trading
216,Working Capital Management for Entrepreneurs,https://www.udemy.com/working-capital-management-of-tata-motors-limited/,Expert Level,Business Finance,Accounting
217,Learn Quickbooks to maintain books properly,https://www.udemy.com/learn-quickbooks-to-maintain-books-properly/,Beginner Level,Business Finance,Technical
218,CFA Level I Foundation: Introduction to Financial Reporting,https://www.udemy.com/cfa-foundation-financial-reporting/,Beginner Level,Business Finance,Modeling
219,Intermediate Accounting 1: Easy. Fast. Simple!,https://www.udemy.com/intermediateaccounting/,Intermediate Level,Business Finance,Accounting
220,What is Bitcoin,https://www.udemy.com/what-is-bitcoin/,Beginner Level,Business Finance,Cryptocurrency
221,Accounting Concepts For Technocrats,https://www.udemy.com/accounting-concepts-for-technocrats/,Beginner Level,Business Finance,Accounting
222,Beginner Financial Analysis: Invest Like Warren Buffett,https://www.udemy.com/beginner-financial-analysis-invest-like-warren-buffett/,Beginner Level,Business Finance,Analysis
223,Advance Technical Analysis,https://www.udemy.com/advance-technical-analysis/,Expert Level,Business Finance,Analysis
224,The Everyday Investor: Building Wealth with Venture Capital,https://www.udemy.com/the-everyday-investor/,Intermediate Level,Business Finance,Investment
225,QuickBooks Online : Inventory Management For Non-Finance,https://www.udemy.com/quickbooks-online-inventory-management-for-non-finance/,Beginner Level,Business Finance,Technical
226,Law Matters,https://www.udemy.com/law-matters/,Beginner Level,Business Finance,Management
227,Learn to Trade for Profit: Finding Winning Stocks - Chinese,https://www.udemy.com/trade-for-profit-how-to-find-and-trade-stocks-successfully-chinese/,Beginner Level,Business Finance,Trading
228,Financial Accounting Part 2 - Passing The Class,https://www.udemy.com/financial-accounting-part-2-passing-the-class/,Beginner Level,Business Finance,Accounting
229,Simple Options Trading System,https://www.udemy.com/safe-and-easy-options-trading/,Intermediate Level,Business Finance,Trading
230,Investments and Financial Markets,https://www.udemy.com/investments-and-financial-markets/,Beginner Level,Business Finance,Investment
231,Legal Accounting,https://www.udemy.com/solicitors-accounts/,Intermediate Level,Business Finance,Accounting
232,Accounting for School Students,https://www.udemy.com/cash-books-in-accountancy/,Beginner Level,Business Finance,Accounting
233,Learn To Trade The Forex Naked Price Action Acapulco Trade,https://www.udemy.com/forex-naked-price-action-acapulco-trade/,Intermediate Level,Business Finance,Trading
234,Certificate in MYOB AccountRight Premier 2017 Course,https://www.udemy.com/certificate-in-myob-accountright-premier-2016-valued-1250/,Expert Level,Business Finance,Accounting
235,Master The Psychology of Forex & Binary Options Trading,https://www.udemy.com/master-the-psychology-of-forex-binary-options-trading/,Intermediate Level,Business Finance,Trading
236,Learn to Pick the Right Stock Broker Account,https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/,Beginner Level,Business Finance,Trading
237,Profit During Crashing Markets: A Step-by-Step Guide,https://www.udemy.com/profit-during-crashing-markets-a-step-by-step-guide/,Beginner Level,Business Finance,Stock Market
238,Introduction to Futures & Options,https://www.udemy.com/introduction-to-futures-options/,Beginner Level,Business Finance,Investment
239,Learn To Invest In 7 Steps,https://www.udemy.com/learn-to-invest/,Beginner Level,Business Finance,Investment
240,Sell like a Pro: Insider Secrets of Successful Selling!,https://www.udemy.com/sell-like-a-pro-inside-secrets-of-successful-selling-y/,Expert Level,Business Finance,Trading
241,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,https://www.udemy.com/3-little-pigs-a-multiple-timeframe-forex-trading-strategy/,Expert Level,Business Finance,Trading
242,Basic Technical Analysis,https://www.udemy.com/basic-technical-analysis/,Beginner Level,Business Finance,Analysis
243,Working Capital assessment for bankers credit analysts,https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/,Beginner Level,Business Finance,Analysis
244,Bookkeeping Practicals with Software,https://www.udemy.com/bookkeeping-practical-with-software/,Intermediate Level,Business Finance,Technical
245,Trading Basics in 30 minutes,https://www.udemy.com/trading-basics-in-30-minutes/,Beginner Level,Business Finance,Trading
246,Technical Charting,https://www.udemy.com/technical-charting/,Intermediate Level,Business Finance,Technical
247,Profits Turbo,https://www.udemy.com/profits-turbo/,Intermediate Level,Business Finance,Analysis
248,Nest Egg Investing,https://www.udemy.com/nest-egg-secrets/,Beginner Level,Business Finance,Investment
249,Economics for beginners - Various Concepts,https://www.udemy.com/economics-forms-of-market-and-perfect-competition/,Beginner Level,Business Finance,Management
250,Investing in Stocks & Shares,https://www.udemy.com/making-money-from-stocks-shares/,Beginner Level,Business Finance,Investment
251,Learn Financial Modeling from Scratch - Part 2,https://www.udemy.com/learn-financial-modeling-part-2/,Intermediate Level,Business Finance,Modeling
252,Learn Financial Modeling from Scratch - Part 3,https://www.udemy.com/learn-financial-modeling-part-3/,Intermediate Level,Business Finance,Modeling
253,A Practical Guide to Wealth Creation,https://www.udemy.com/wealth-creation/,Beginner Level,Business Finance,Investment
254,Geometry Of Chance strategy of defeating the roulette.,https://www.udemy.com/geometry-of-chance-strategy-of-defeating-the-roulette/,Intermediate Level,Business Finance,Analysis
255,Double Your Salary With Free Local Job Training Courses,https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,Beginner Level,Business Finance,Investment
256,Financial Modeling - Facebook Case Study,https://www.udemy.com/financial-modeling-facebook-case-study_in_excel/,Intermediate Level,Business Finance,Modeling
257,Understanding Financial Derivatives,https://www.udemy.com/understanding-financial-derivatives/,Intermediate Level,Business Finance,Technical
258,Forex Basics: Learn how to read and analyze Forex charts,https://www.udemy.com/forex-basics-c/,Beginner Level,Business Finance,Trading
259,Forex - Help I cant Trade,https://www.udemy.com/forex-help-i-cant-trade/,Beginner Level,Business Finance,Trading
260,Start-up financial modeling for non-finance professionals,https://www.udemy.com/start-up-financial-modeling-for-non-finance-professionals/,Intermediate Level,Business Finance,Modeling
261,The Fast Route to a Faster Financial Close,https://www.udemy.com/faster-financial-close/,Intermediate Level,Business Finance,Management
262,Easy Finance For Startups,https://www.udemy.com/easy-finance-for-startups/,Beginner Level,Business Finance,Management
263,Excel 4 Accounting & Bookkeeping - Master Date Time & Text,https://www.udemy.com/excel-4-accounting-bookkeeping-master-date-time-text/,Expert Level,Business Finance,Technical
264,Depreciation Amortization and Depletion,https://www.udemy.com/depreciation-amor/,Intermediate Level,Business Finance,Management
265,Breakeven Analysis and Pricing,https://www.udemy.com/breakeven-analysis-and-pricing/,Expert Level,Business Finance,Analysis
266,Accounting Simplified,https://www.udemy.com/accounting-simplified/,Intermediate Level,Business Finance,Accounting
267,Series 7: Intermediate Options,https://www.udemy.com/series-7-intermediate-options/,Intermediate Level,Business Finance,Investment
268,Accounting and Business Basics,https://www.udemy.com/accounting-and-business-basics/,Beginner Level,Business Finance,Accounting
269,Learn How To Successfully Trade Forex: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,Beginner Level,Business Finance,Trading
270,The Intelligent Investor,https://www.udemy.com/the-intelligent-investor/,Beginner Level,Business Finance,Investment
271,Succeed in Futures Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,Beginner Level,Business Finance,Management
272,The Ultimate Fibonacci Trading Plan for Forex and Stocks,https://www.udemy.com/fibonacci-trading-strategy/,Expert Level,Business Finance,Trading
273,Finance and Accounting for Startups,https://www.udemy.com/finance-and-accounting-for-startups/,Intermediate Level,Business Finance,Accounting
274,Forex - Calculate Lot Size Like Pro,https://www.udemy.com/forex-calculate-lot-size-like-pro/,Expert Level,Business Finance,Trading
275,The Complete Forex Trader,https://www.udemy.com/forextrader/,Beginner Level,Business Finance,Trading
276,An Intro into Trading the Financial Markets,https://www.udemy.com/an-intro-into-trading-the-financial-markets/,Beginner Level,Business Finance,Trading
277,Developing A Trading Strategy: Your Guide to Trading Success,https://www.udemy.com/developing-a-trading-strategy-your-guide-to-making-millions/,Beginner Level,Business Finance,Trading
278,How to Trade Commodity and Financial Futures for a Living!,https://www.udemy.com/trading-controlled-leverage-financial-and-commodity-futures/,Expert Level,Business Finance,Trading
279,How to Trade Forex like a Hedge Fund: Long FX Strategies,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,Intermediate Level,Business Finance,Trading
280,Complete Short Financial Ratio Course for Financial Analysis,https://www.udemy.com/financialratio/,Intermediate Level,Business Finance,Analysis
281,How to Build Profitable FOREX Automated Trading Strategies!,https://www.udemy.com/how-to-build-profitable-automated-trading-strategies/,Intermediate Level,Business Finance,Trading
282,Stock Trading Strategies: Profitable Trading in 7 Days.,https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/,Intermediate Level,Business Finance,Trading
283,Management Accounting A Complete Study,https://www.udemy.com/management-accounting-a-complete-study/,Expert Level,Business Finance,Management
284,Become a Career Day Trader: Asian-Pacific Futures Markets,https://www.udemy.com/become-a-career-day-trader/,Beginner Level,Business Finance,Trading
285,Equity Products,https://www.udemy.com/equity-products/,Beginner Level,Business Finance,Stock Market
286,Financial Accounting Part I - Passing the Class,https://www.udemy.com/severson-financial-accounting-part-one/,Beginner Level,Business Finance,Accounting
287,Accounting 102: Guide to Business Accounting,https://www.udemy.com/accounting-skills-a-businessman-must-haveintermediate-level/,Intermediate Level,Business Finance,Accounting
288,Advanced Finance and Accounting for Startups,https://www.udemy.com/advanced-finance-and-accounting-for-startups/,Intermediate Level,Business Finance,Accounting
289,Learn Stock Options: Options Made Simple 101,https://www.udemy.com/learn-to-trade-stock-options-options-made-simple/,Beginner Level,Business Finance,Stock Market
290,Banking Credit Analysis Process (for Bankers),https://www.udemy.com/credit-analysis-process/,Beginner Level,Business Finance,Analysis
291,Professional Forex strategy,https://www.udemy.com/beginner-trading-forex-strategy/,Expert Level,Business Finance,Trading
292,A Beginners Guide to Technical Analysis of Stock Charts,https://www.udemy.com/beginners-guide-to-technical-analysis/,Beginner Level,Business Finance,Analysis
293,Get out of Debt - The Power of Using Compounding Interest,https://www.udemy.com/get-out-of-debt-the-power-of-using-compounding-interest/,Beginner Level,Business Finance,Management
294,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,https://www.udemy.com/the-123-trading-strategy-learn-to-trade-in-one-hour/,Beginner Level,Business Finance,Trading
295,Financial Accounting Made Easy for All,https://www.udemy.com/financialaccounting/,Beginner Level,Business Finance,Accounting
296,Ultimate Guide To Trading Engulfing Candlestick Strategy,https://www.udemy.com/trading-engulfing-candle-top-trend-continuation-strategy/,Intermediate Level,Business Finance,Trading
297,Learn Business Finance: Win more work as a Business Coach ,https://www.udemy.com/essential-business-finance-for-coaches-and-consultants/,Beginner Level,Business Finance,Management
298,Accounting for Depreciation (Collage Level),https://www.udemy.com/depreciation-accounting/,Intermediate Level,Business Finance,Accounting
299,Revealed: Profitable Principles of Successful Traders ,https://www.udemy.com/revealed-profitable-secrets-of-successful-traders/,Intermediate Level,Business Finance,Trading
300,Easy Market Profits: 3 Step Stock Investing Strategy,https://www.udemy.com/make-money-from-the-stock-market/,Beginner Level,Business Finance,Investment
301,Hedge Fund Trading Systems For Stocks - Part One,https://www.udemy.com/amibroker-trading-systems/,Beginner Level,Business Finance,Trading
302,Bonds For Beginners - A Guide To The Bond Markets,https://www.udemy.com/bonds-for-beginners-a-guide-to-fixed-income-investments/,Beginner Level,Business Finance,Investment
303,Professional Risk Manager (PRM) Certification: Level 4,https://www.udemy.com/professional-risk-manager-prm-certification-level-4/,Expert Level,Business Finance,Management
304,Crowdfunding for Filmmakers,https://www.udemy.com/crowdfunding-for-filmmakers/,Beginner Level,Business Finance,Technical
305,How to Make IT Work Successfully in Capital Markets,https://www.udemy.com/how-to-make-it-work-successfully-in-capital-markets/,Beginner Level,Business Finance,Technical
306,Introduction to Day Trading,https://www.udemy.com/introduction-to-day-trading/,Beginner Level,Business Finance,Trading
307,Life Coach Business Basics: Finance and Operations,https://www.udemy.com/how-to-run-a-business-business-finance-operations/,Intermediate Level,Business Finance,Management
308,Learn How to Profit In Forex With Market Rhythms,https://www.udemy.com/learn-how-to-profit-with-market-rhythms/,Intermediate Level,Business Finance,Stock Market
309,Professional Bookkeeping & Accounting 1: Sales & Purchases,https://www.udemy.com/professional-bookkeeping-and-accounting-1/,Beginner Level,Business Finance,Accounting
310,Step by step guide to understand how business perform,https://www.udemy.com/analyzing-business-for-beginners/,Intermediate Level,Business Finance,Management
311,How to Grow your Small Business and not run out of Cash,https://www.udemy.com/how-to-grow-your-small-business-and-not-run-out-of-cash/,Beginner Level,Business Finance,Management
312,Finance for Non Finance Executives,https://www.udemy.com/finance-for-non-finance-executives/,Beginner Level,Business Finance,Management
313,An Introduction: MT4 Email Sound Notification Forex Alerts,https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,Intermediate Level,Business Finance,Technical
314,Innovators and innovation: Travel through time!,https://www.udemy.com/innovators-and-innovation-travel-through-time/,Beginner Level,Business Finance,Management
315,Learn How to Trade The Stock Market,https://www.udemy.com/complete-course-for-stock-trading-all-skill-levels/,Beginner Level,Business Finance,Stock Market
316,How To Earn Some Bitcoin Every Time You Use A Search Engine,https://www.udemy.com/getting-paid-to-search-the-web/,Intermediate Level,Business Finance,Cryptocurrency
317,Super Fast Accounting - the fastest way to do your books,https://www.udemy.com/super-fast-accounting/,Beginner Level,Business Finance,Accounting
318,Financial Modeling and Valuation: Complete Beginner to Pro,https://www.udemy.com/financial-modeling-and-valuation-complete-beginner-to-pro/,Beginner Level,Business Finance,Modeling
319,Learn to trade Chart Patterns,https://www.udemy.com/learn-to-trade-chart-patterns/,Intermediate Level,Business Finance,Analysis
320,Introduction to Project Management,https://www.edx.org/course/introduction-to-project-management,Beginner Level,Business Finance,Management
321,Bitcoin and Cryptocurrencies,https://www.edx.org/course/bitcoin-and-cryptocurrencies,Beginner Level,Business Finance,Cryptocurrency
322,Marketing Digital: Content & Community Manager,https://www.edx.org/course/marketing-digital-content-community-manager,Beginner Level,Business Finance,Modeling
323,Accounting and Finance,https://www.edx.org/course/accounting-and-finance,Intermediate Level,Business Finance,Accounting
324,Becoming an Entrepreneur,https://www.edx.org/course/becoming-an-entrepreneur,Beginner Level,Business Finance,Management
325,Academic and Business Writing,https://www.edx.org/course/academic-and-business-writing,Beginner Level,Business Finance,Analysis
326,Successful Negotiation: Essential Strategies and Skills,https://www.edx.org/course/successful-negotiation-essential-strategies-and-skills,Beginner Level,Business Finance,Analysis
327,Introduction to Corporate Finance,https://www.edx.org/course/introduction-to-corporate-finance,Beginner Level,Business Finance,Investment
328,Entrepreneurship 101: Who is your customer?,https://www.edx.org/course/entrepreneurship-101-who-is-your-customer,Beginner Level,Business Finance,Management
329,Introduction to Investments,https://www.edx.org/course/introduction-to-investments,Intermediate Level,Business Finance,Investment
330,DO Your Venture: Entrepreneurship For Everyone,https://www.edx.org/course/do-your-venture-entrepreneurship-for-everyone,Beginner Level,Business Finance,Management
331,Marketing Analytics: Competitive Analysis and Market Segmentation,https://www.edx.org/course/marketing-analytics-competitive-analysis-and-marke,Intermediate Level,Business Finance,Analysis
332,Entrepreneurship in Emerging Economies,https://www.edx.org/course/entrepreneurship-in-emerging-economies,Beginner Level,Business Finance,Management
333,People Management,https://www.edx.org/course/people-management,Beginner Level,Business Finance,Management
334,Supply Chain Analytics,https://www.edx.org/course/supply-chain-analytics,Beginner Level,Business Finance,Analysis
335,Financial Market Analysis,https://www.edx.org/course/financial-market-analysis,Intermediate Level,Business Finance,Analysis
336,Foundations of Modern Finance  I,https://www.edx.org/course/foundations-of-modern-finance-i,Expert Level,Business Finance,Economics
337,Operations Management,https://www.edx.org/course/operations-management,Intermediate Level,Business Finance,Management
338,Marketing Management,https://www.edx.org/course/marketing-management,Intermediate Level,Business Finance,Management
339,Introduction to Marketing,https://www.edx.org/course/introduction-to-marketing,Beginner Level,Business Finance,Modeling
340,Applied Scrum for Agile Project Management,https://www.edx.org/course/usmx-applied-scrum-for-project-management-2,Expert Level,Business Finance,Management
341,Corporate Finance,https://www.edx.org/course/corporate-finance-2,Intermediate Level,Business Finance,Economics
342,Digital Branding and Engagement,https://www.edx.org/course/digital-branding-and-engagement,Intermediate Level,Business Finance,Modeling
343,Finance for Everyone: Smart Tools for Decision-Making,https://www.edx.org/course/finance-for-everyone-smart-tools-for-decision-ma-2,Beginner Level,Business Finance,Investment
344,Creating Innovative Business Models,https://www.edx.org/course/creating-innovative-business-models,Beginner Level,Business Finance,Modeling
345,Marketing Analytics,https://www.edx.org/course/marketing-analytics,Expert Level,Business Finance,Analysis
346,Finance Essentials,https://www.edx.org/course/finance-essentials,Beginner Level,Business Finance,Economics
347,Accounting for Decision-Making,https://www.edx.org/course/accounting-for-decision-making,Intermediate Level,Business Finance,Accounting
348,Accounting Essentials,https://www.edx.org/course/accounting-essentials,Beginner Level,Business Finance,Accounting
349,Project Management Life Cycle,https://www.edx.org/course/project-management-life-cycle,Intermediate Level,Business Finance,Management
350,Business Foundations,https://www.edx.org/course/business-foundations,Beginner Level,Business Finance,Modeling
351,Free Cash Flow Analysis,https://www.edx.org/course/free-cash-flow-analysis,Beginner Level,Business Finance,Analysis
352,Business Strategy from Wharton: Competitive Advantage,https://www.edx.org/course/business-strategy-from-wharton-competitive-advan-2,Intermediate Level,Business Finance,Economics
353,Financial Development and Financial Inclusion,https://www.edx.org/course/financial-development-and-financial-inclusion,Intermediate Level,Business Finance,Economics
354,Public Financial Management,https://www.edx.org/course/public-financial-management,Intermediate Level,Business Finance,Management
355,Strategic Management,https://www.edx.org/course/strategic-management,Beginner Level,Business Finance,Management
356,Introduction to Data Analytics for Managers,https://www.edx.org/course/introduction-to-data-analytics-for-managers,Beginner Level,Business Finance,Technical
357,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",https://www.edx.org/course/financial-programming-and-policies-part-1-macroeco,Intermediate Level,Business Finance,Technical
358,Analytics in Python,https://www.edx.org/course/analytics-in-python,Intermediate Level,Business Finance,Technical
359,Principles of Microeconomics: An Economist Way of Thinking,https://www.edx.org/course/principles-of-microeconomics,Intermediate Level,Business Finance,Economics
360,Risk Management for Projects,https://www.edx.org/course/risk-management-for-projects,Beginner Level,Business Finance,Management
361,Accounting System Structure and Information Management,https://www.edx.org/course/accounting-system-structure-and-information-management,Beginner Level,Business Finance,Accounting
362,Entrepreneurial Opportunities,https://www.edx.org/course/entrepreneurial-opportunities,Beginner Level,Business Finance,Economics
363,Customer Centric Marketing for Entrepreneurs,https://www.edx.org/course/customer-centric-marketing-for-entrepreneurs,Intermediate Level,Business Finance,Modeling
364,International Investment Law,https://www.edx.org/course/international-investment-law,Expert Level,Business Finance,Investment
365,Knowledge Management and Big Data in Business,https://www.edx.org/course/knowledge-management-and-big-data-in-business,Beginner Level,Business Finance,Economics
366,Macroeconomics - The Basics,https://www.edx.org/course/macroeconomics-literacy,Beginner Level,Business Finance,Economics
367,How to Design a Successful Business Model,https://www.edx.org/course/how-to-design-a-successful-business-model,Beginner Level,Business Finance,Modeling
368,Financial Analysis for Decision Making,https://www.edx.org/course/financial-analysis-for-decision-making,Beginner Level,Business Finance,Analysis
369,"Financial Programming and Policies, Part 2: Program Design",https://www.edx.org/course/financial-programming-and-policies-part-2-progra-2,Intermediate Level,Business Finance,Technical
